SKU,Actual Size On TEMU,Quantity,Tracking
55335 leopard M,花色 / M,1,9300111038400047769483
55335 leopard M,花色 / M,1,9300111038400047769445
55335 leopard M,花色 / M,1,9300111038400047769629
55335 leopard S,花色 / S,1,9300111038400047769759
55335 leopard XL,花色 / XL,1,9300111038400047837557
55335 leopard XL,花色 / XL,1,9300111038400047771400
55335 leopard XL,花色 / XL,1,9300111038400047771943
55335 leopard XL,花色 / XL,1,9300111038400047771356
55335 leopard XL,花色 / XL,1,9300111038400047771813
55365 plaid print L,花色 / L,1,9300111038400047767649
55365 plaid print L,花色 / XL,1,9300111038400047771806
55365 plaid print M,花色 / M,1,9300111038400047819355
55365 plaid print S,花色 / S,1,9300111038400047767649
58013BlackM,黑色 / M,1,9300111038400047769773
58013BlackM,黑色 / M,1,9300111038400047771349
58013BlackXL,黑色 / XL,1,9300111038400047771523
58013BlackXS,黑色 / XS,1,9300111038400047769902
6015 grey plaid PXL,石墨色 / petite L,1,9300111038400047772032
6020066PinkYarrowPXL,PinkYarrow / petite L,1,9300111038400047848188
6020069BachelorPXL,BachelorButton / petite L,1,9334611038400006703673
6020069BlackPM,Black / petite S,1,9300111038400047819171
6020069BlackPXL,Black / petite L,1,9334611038400006703673
6020069LivingCoralPXL,LivingCoral / petite L,1,9334611038400006703673
6020069NilePXL,Nile / petite L,1,9334611038400006703673
6020069PrismPinkPXL,PrismPink / petite L,1,9334611038400006703673
6020069SeafoamPL,Seafoam / petite M,1,9300111038400047819775
6020069SilverPL,Silver / petite M,1,9300111038400047819553
62300khaki M,卡其色 / M,1,9300111038400047775576
62300navy M,藏青色 / M,1,9300111038400047775576
63058 white PL,白色 / petite M,1,9300111038400047819904
70015 black 1X,黑色 / Plus 1XL,1,9300111038400047848508
7020066Bachelor2XL,BachelorButton / 2XL,1,9300111038400047816620
7020066LivingCoral2XL,LivingCoral / 2XL,1,9300111038400047850341
7020066LivingCoral2XL,LivingCoral / 2XL,1,9300111038400047816620
7020066PrismPink3XL,PrismPink / 3XL,1,9300111038400047779390
7020066SkivvyPink3XL,SkivvyPink / 3XL,1,9300111038400047850334
7020069Bachelor1X,BachelorButton / 1XL,1,9300111038400047848270
7020069Bachelor2X,BachelorButton / 2XL,1,9300111038400047819508
7020069Bachelor3X,BachelorButton / 3XL,1,9300111038400047848249
7020069Bachelor3X,BachelorButton / 3XL,1,9334611038400006703666
7020069Bachelor3X,BachelorButton / 3XL,1,9300111038400047819737
7020069BachelorBut2XL,BachelorButton / 2XL,1,9300111038400047837359
7020069BachelorBut3XL,BachelorButton / 3XL,1,9300111038400047837328
7020069BachelorBut3XL,BachelorButton / 3XL,1,9300111038400047837342
7020069BachelorBut3XL,BachelorButton / 3XL,1,9334611038400006704472
7020069Black1X,Black / 1XL,1,9300111038400047848928
7020069Black1X,Black / 1XL,1,9300111038400047848744
7020069Black1X,Black / 1XL,1,9300111038400047849031
7020069Black1X,Black / 1XL,1,9300111038400047848775
7020069Black1X,Black / 1XL,1,9300111038400047848430
7020069Black1X,Black / 1XL,1,9300111038400047848157
7020069Black2X,Black / 2XL,1,9300111038400047848768
7020069Black2X,Black / 2XL,1,9300111038400047848843
7020069Black2X,Black / 2XL,1,9300111038400047848171
7020069Black2X,Black / 2XL,1,9300111038400047816637
7020069Black2X,Black / 2XL,1,9300111038400047819492
7020069Black3X,Black / 3XL,1,9300111038400047848294
7020069Black3X,Black / 3XL,2,9300111038400047848607
7020069Black3X,Black / 3XL,1,9300111038400047848638
7020069Black3X,Black / 3XL,1,9300111038400047848584
7020069Black3X,Black / 3XL,1,9300111038400047848911
7020069DazzlingBlue1X,DazzlingBlue / 1XL,1,9300111038400047848904
7020069DazzlingBlue1X,DazzlingBlue / 1XL,1,9300111038400047848348
7020069DazzlingBlue1XL,DazzlingBlue / 1XL,1,9300111038400047837250
7020069DazzlingBlue2X,DazzlingBlue / 2XL,1,9300111038400047850280
7020069DazzlingBlue2X,DazzlingBlue / 2XL,1,9300111038400047848355
7020069DazzlingBlue2X,DazzlingBlue / 2XL,1,9300111038400047848522
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9300111038400047848195
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9300111038400047819317
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9334611038400006703666
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9300111038400047819300
7020069DazzlingBlue3X,DazzlingBlue / 3XL,1,9300111038400047819591
7020069DazzlingBlue3XL,DazzlingBlue / 3XL,1,9334611038400006704472
7020069DazzlingBlue3XL,DazzlingBlue / 3XL,1,9300111038400047837571
7020069DazzlingBlue3XL,DazzlingBlue / 3XL,1,9300111038400047837649
7020069DazzlingBlue3XL,DazzlingBlue / 3XL,1,9300111038400047837434
7020069LivingCoral3X,LivingCoral / 3XL,1,9300111038400047848409
7020069LivingCoral3X,LivingCoral / 3XL,1,9300111038400047848164
7020069LivingCoral3X,LivingCoral / 3XL,1,9300111038400047848256
7020069Nile1X,Nile / 1XL,1,9300111038400047848621
7020069Nile2X,Nile / 2XL,1,9300111038400047848218
7020069Nile2XL,Nile / 2XL,1,9334611038400006704465
7020069Nile3X,Nile / 3XL,1,9300111038400047848577
7020069Nile3X,Nile / 3XL,1,9300111038400047819188
7020069Nile3X,Nile / 3XL,1,9334611038400006703666
7020069PinkYarrow1X,PinkYarrow / 1XL,1,9300111038400047848621
7020069PinkYarrow1X,PinkYarrow / 1XL,1,9300111038400047819416
7020069PinkYarrow3X,PinkYarrow / 3XL,1,9300111038400047819836
7020069PinkYarrow3X,PinkYarrow / 3XL,1,9300111038400047819522
7020069PrismPink1X,PrismPink / 1XL,1,9300111038400047848744
7020069PrismPink3X,PrismPink / 3XL,1,9300111038400047848393
7020069PrismPink3X,PrismPink / 3XL,1,9300111038400047848324
7020069PrismPink3XL,PrismPink / 3XL,1,9300111038400047837748
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400047848850
7020069Seafoam1X,Seafoam / 1XL,1,9300111038400047848621
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848683
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848218
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848355
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848140
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848386
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047848522
7020069Seafoam2X,Seafoam / 2XL,1,9300111038400047816637
7020069SeaFoam2XL,SeaFoam / 2XL,1,9334611038400006704465
7020069Seafoam3X,Seafoam / 3XL,1,9300111038400047848225
7020069Seafoam3X,Seafoam / 3XL,1,9300111038400047850297
7020069Seafoam3X,Seafoam / 3XL,1,9300111038400047848256
7020069Seafoam3X,Seafoam / 3XL,1,9300111038400047848614
7020069Seafoam3X,Seafoam / 3XL,1,9300111038400047819249
7020069Silver1X,Silver / 1XL,1,9300111038400047819867
7020069SkivvyPink1X,SkivvyPink / 1XL,1,9300111038400047819744
7020069SkivvyPink2X,SkivvyPink / 2XL,1,9300111038400047848379
7020069SkivvyPink2X,SkivvyPink / 2XL,1,9300111038400047848140
7020069SkivvyPink3X,SkivvyPink / 3XL,1,9300111038400047848577
7020069SkivvyPink3X,SkivvyPink / 3XL,1,9300111038400047819164
7020069SkivvyPink3X,SkivvyPink / 3XL,1,9334611038400006703666
7020069SkivvyPink3XL,SkivvyPink / 3XL,1,9334611038400006704472
7020069Stone2X,Stone / 2XL,1,9300111038400047819287
7020069Stone2XL,Stone / 2XL,1,9300111038400047837595
7020069Stone2XL,Stone / 2XL,1,9334611038400006704465
7020069Stone3X,Stone / 3XL,1,9300111038400047848225
7020069Stone3X,Stone / 3XL,1,9300111038400047819607
7020069Stone3XL,Stone / 3XL,1,9334611038400006704472
7020069Stone3XL,Stone / 3XL,1,9300111038400047837137
7020069Sunlight1X,Sunlight / 1XL,1,9300111038400047848669
7020069Sunlight2X,Sunlight / 2XL,1,9300111038400047848386
7020069White1X,White / 1XL,1,9300111038400047848461
7020069White1X,White / 1XL,1,9300111038400047849031
7020069White2X,White / 2XL,1,9300111038400047848171
7020069White2X,White / 2XL,1,9300111038400047848676
7020069White2XL,White / 2XL,1,9334611038400006704465
7020069White2XL,White / 2XL,1,9300111038400047837182
7020069White3X,White / 3XL,1,9300111038400047848560
7020069White3X,White / 3XL,1,9300111038400047848751
7020069White3X,White / 3XL,1,9300111038400047848614
7020069White3X,White / 3XL,1,9300111038400047819782
7020069White3XL,White / 3XL,1,9300111038400047837540
7020069White3XL,White / 3XL,1,9334611038400006704472
73032 dark denim 2x,藏青色 / Plus 2XL,1,9300111038400047779390
73086 dark denim 2X,藏青色 / Plus 2XL,1,9300111038400047848454
73086 dark denim 2X,藏青色 / Plus 2XL,1,9300111038400047848829
73086 dark denim 3X,藏青色 / Plus 3XL,1,9300111038400047848485
73086 light denim 2X,浅蓝色 / Plus 2XL,1,9300111038400047849048
73086 light denim3X,浅蓝色 / Plus 3XL,1,9300111038400047848546
73086 med denim 2X,天蓝色 / Plus 2XL,1,9300111038400047848898
73086 med denim 2X,天蓝色 / Plus 2XL,1,9300111038400047848423
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400047848485
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400047849055
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400047848362
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400047848447
73086 med denim 3X,天蓝色 / Plus 3XL,1,9300111038400047848133
80197 heather grey L,深灰色 / L,1,9300111038400047776795
80219InkM,Ink / M,1,9300111038400047771967
80274 Brown M,Brown 2 / M,1,9334611038400006701839
80274 Luggage L,Luggage 2 / L,1,9300111038400047769384
80438WMagenta1XL,Magenta / 1XL,1,9300111038400047771417
80438WTomato1XL,Tomato / 1XL,1,9300111038400047771646
853105  INK M,藏青色 / M,1,9300111038400047771868
853105  INK XL,藏青色 / XL,1,9300111038400047771882
853105 apple green  M,绿色 / M,1,9334611038400006701808
853105 canryon rose L,蔷薇色 / L,1,9334611038400006701808
853105 denim L:,孔雀蓝 / L,1,9300111038400047769957
853105 florida K-S,浅绿色 / S,1,9334611038400006701808
853105 sunlight S,明黄色 / S,1,9334611038400006701808
853105 surf XL,蓝色 / XL,1,9300111038400047770069
853105 surf XL,蓝色 / XL,1,9300111038400047771998
853105 true blue S,深天蓝 / S,1,9334611038400006701808
853105 white XL,白色 / XL,1,9300111038400047772148
853105BlackL,Black / L,1,9300111038400047827541
853105BlackL,Black / L,2,9300111038400047775637
853105BlackL,Black / L,1,9300111038400047816644
853105BlackM,Black / M,1,9300111038400047777198
853105BlackM,Black / M,1,9300111038400047819621
853105BlackXL,Black / XL,1,9300111038400047775538
853105BlackXL,Black / XL,1,9300111038400047777457
853105BoneL,Bone / L,1,9300111038400047775637
853105BoneM,Bone / M,1,9300111038400047777181
853105BoneM,Bone / M,1,9300111038400047776764
853105BoneXL,Bone / XL,1,9300111038400047776818
853105DenimL,Denim / L,1,9300111038400047777280
853105DenimL,Denim / L,1,9300111038400047819218
853105DenimS,Denim / S,1,9300111038400047819645
853105DenimXL,Denim / XL,1,9300111038400047775538
853105DenimXL,Denim / XL,1,9300111038400047819942
853105DenimXL,Denim / XL,1,9300111038400047819812
853105DenimXL,Denim / XL,1,9300111038400047819805
853105DenimXL,Denim / XL,1,9300111038400047819959
853105OliveL,Olive / L,1,9300111038400047827541
88053AppleGreenXL,Apple Green / XL,1,9300111038400047837335
88053BlackM,Black / M,1,9300111038400047779291
88053FuchsiaL,Fuchsia / L,1,9300111038400047837335
88053KhakiM,Khaki / M,1,9300111038400047779291
88053PinkPeacockL,Pink Peacock / L,1,9300111038400047848539
95357BlackL,Black / L,1,9300111038400047767717
95357BlackM,Black / M,1,9300111038400047769582
95357BlackM,Black / M,1,9334611038400006701877
95357BlackM,Black / M,1,9334611038400006701679
95357BlackM,Black / M,1,9334611038400006701679
95357BlackM,Black / M,1,9334611038400006701679
95357BlackM,Black / M,1,9300111038400047771752
95357BlackS,Black / S,1,9334611038400006701815
95357BlackXL,Black / XL,1,9334611038400006701860
95357BlackXL,Black / XL,1,9300111038400047769438
95357BlackXL,Black / XL,1,9300111038400047771660
95357HeatherGreyM,Heather Grey / M,1,9300111038400047769933
95357HeatherGreyM,Heather Grey / M,1,9334611038400006701877
95357HeatherGreyM,Heather Grey / M,1,9334611038400006701839
95357HeatherGreyM,Heather Grey / M,1,9334611038400006701679
95357HeatherGreyS,Heather Grey / S,1,9334611038400006701815
95357HeatherGreyXL,Heather Grey / XL,1,9334611038400006701860
95357HeatherGreyXL,Heather Grey / XL,1,9300111038400047765485
95357InkL,Ink / L,1,9300111038400047769742
95357InkL,Ink / L,1,9300111038400047767625
95357InkL,Ink / L,1,9300111038400047771608
95357InkL,Ink / L,1,9300111038400047767717
95357InkM,Ink / M,1,9334611038400006701877
95357InkM,Ink / M,1,9334611038400006701679
95357InkS,Ink / S,1,9334611038400006701815
95357InkS,Ink / S,1,9300111038400047771707
95357InkS,Ink / S,1,9300111038400047771875
95357InkXL,Ink / XL,1,9334611038400006701860
95357OliveL,Olive / L,1,9300111038400047769612
95357OliveL,Olive / L,1,9300111038400047769452
95357OliveL,Olive / L,1,9300111038400047769858
95357OliveL,Olive / L,1,9300111038400047771370
95357OliveL,Olive / L,1,9300111038400047772001
95357OliveM,Olive / M,1,9334611038400006701877
95357OliveM,Olive / M,1,9334611038400006701679
95357OliveXL,Olive / XL,1,9334611038400006701860
95357WineL,Wine / L,1,9300111038400047767717
95357WineM,Wine / M,1,9300111038400047769575
95357WineS,Wine / S,1,9334611038400006701815
95357WineS,Wine / S,1,9300111038400047772063
95357WineXL,Wine / XL,1,9334611038400006701860
95357WineXL,Wine / XL,1,9300111038400047772094
95359 black S,黑色 / S,1,9300111038400047772056
95359 heather grey S,深灰色 / S,1,9334611038400006701839
95359 ink S,藏青色 / S,2,9300111038400047767656
95359 ink S,藏青色 / S,1,9300111038400047771738
95366 black floral L,花色 / L,1,9300111038400047770007
95366 blue paisley L,藏青色 / L,1,9300111038400047772100
95366 red paisley L,酒红色 / L,1,9300111038400047767687
95366 royal plaid S,黑灰色 / S,1,9334611038400006701815
95366 royal plaid S,黑灰色 / S,1,9300111038400047769650
95366#20 brown plaid S,褐色 / S,1,9334611038400006701815
95366#20 brown plaidXL,褐色 / XL,1,9300111038400047765485
95366#21 grey plaid M,石墨色 / M,1,9300111038400047767687
95366#21 grey plaid S,石墨色 / S,1,9300111038400047771851
95366#21 grey plaid S,石墨色 / S,1,9300111038400047771936
95366#21 grey plaid XL,石墨色 / XL,1,9300111038400047769926
95366#21 grey plaid XL,石墨色 / XL,1,9300111038400047771929
95390 heather grey XLs,黑灰色 / XL,1,9300111038400047771684
95390 red paisley XL,酒红色 / XL,1,9300111038400047772025
95401BlackWhiteCheckL,灰色 / L,1,9300111038400047769643
95401BlackWhiteCheckL,灰色 / L,1,9300111038400047767601
95401BlackWhiteCheckS,灰色 / S,1,9300111038400047771622
95401BlackWhiteCheckXL,灰色 / XL,1,9300111038400047769520
95401FuchsiaM,Fuchsia / M,1,9300111038400047837489
95418SkirtBlackXL,XL / Black,1,9300111038400047771905
95445M Black L,黑色 / L,1,9300111038400047775606
95445M Heather grey L,深空灰 / L,1,9300111038400047775606
95504Black10,Black / M,1,9300111038400047837625
95504Black10,Black / M,1,9300111038400047837205
95504Black12,Black / L,1,9300111038400047769551
95504Black14,Black / XL,1,9300111038400047837175
95504Black16,Black / XXL,1,9300111038400047837083
95504Black8,Black / S,1,9300111038400047837427
95504Black8,Black / S,1,9300111038400047837106
95504Gold10,Gold / M,1,9300111038400047769377
95504Gold8,Gold / S,1,9300111038400047769988
95504Ink12,Ink / L,1,9300111038400047837113
95504Ink14,Ink / XL,1,9300111038400047837090
95504Ink6,Ink / XS,1,9300111038400047837700
95504Ink8,Ink / S,1,9300111038400047769490
95504Paprika10,Paprika / M,1,9300111038400047837588
95504Paprika12,Paprika / L,1,9300111038400047767601
95504Paprika8,Paprika / S,2,9300111038400047769285
95512BlackWhite12,Black White / L,1,9300111038400047772049
95516G Black M,黑色 / M,1,9300111038400047827596
95517 Black XL,黑色 / XL,1,9300111038400047777136
95517 Navy L,藏青色 / L,1,9300111038400047777242
95536GeyXL,Grey / XL,1,9334611038400006701822
95536RedXL,Red / XL,1,9334611038400006701822
95536SaharaXL,Sahara / XL,1,9334611038400006701822
95536WhiteXL,White / XL,1,9334611038400006701822
ER100SetS,Set 1 / S,1,9300111038400047777273
ER999White2X,White / 2XL,1,9300111038400047777310
LimeGreen2,Lime Green / XXS,1,9300111038400047769407
Lt366 sunny lime 6,明黄色 / S,1,9300111038400047827602
LT366LimeGreen2,LimeGreen / XXS,1,9300111038400047837304
M017 Coatingwhite L,白色 / L,1,9300111038400047771554
M017BlackWhiteStripeL,Black White Stripe / L,2,9334611038400006702188
M017BlackWhiteStripeL,Black White Stripe / L,1,9300111038400047773336
M017BlackWhiteStripeL,Black White Stripe / L,1,9300111038400047773350
M017BlackWhiteStripeM,Black White Stripe / M,1,9300111038400047773343
M017BlackWhiteStripeXL,Black White Stripe / XL,1,9300111038400047773367
M017BlackWhiteStripeXL,Black White Stripe / XL,2,9334611038400006702188
M017BlackWhiteStripeXL,Black White Stripe / XL,2,9334611038400006702188
M017BlackWhiteStripeXL,Black White Stripe / XL,1,9300111038400047773374
M022Black3X,Black / 3XL,1,9300111038400047765812
M022Black3X,Black / 3XL,1,9300111038400047772308
M022BlackXL,Balck / XL,1,9300111038400047837717
M022KhakiM,Khaki / M,1,9300111038400047816583
M022Navy1XL,Navy / 1XL,1,9300111038400047816675
M022Navy2X,Navy / 2XL,1,9300111038400047827664
M022Navy2X,Navy / 2XL,1,9300111038400047827794
M022Red3X,Red / 3XL,1,9300111038400047771332
M022White1X,White / 1XL,1,9300111038400047827510
M022White1X,White / 1XL,1,9300111038400047771783
M022White3X,White / 3XL,1,9300111038400047771431
M022WhitePXL,White / petite L,1,9300111038400047827855
